Counter,InCukes,Order-current,Family-current,Subfamily,Genus-orig,Subgenus-orig,Species-orig,Region: type,other regions,Not Description,Author,Year,ref,Genus-current,Subgenus-current,species-current,ESU,Comment on sp,ZooBank LSID,Available?,Valid?,Status (WoRMS),UnacceptedReason,InUse,Have/seq'd,Known from,NotValidorAvailRef,ValRef,synonymy by,generic reassignement,other refs,Have description?,Checked?,Notes-keep,Notes,pp.,fig.,type loc,Depth,Depth_2,unit,Type type,Repository,Cat No,type notes,Museum,Type of type,Catalog number,Source,Range,RangeSource,Depthrange1,Depthrange2,Depthunits,Depthsource,Smiley_old_AuthorityAndDate,Notes: ,"from Smiley-Pawson, extracted automatically by Alex 2006, getting edited by me in temporal order"
2452,yes,Dendrochirotida,Sclerodactylidae,,Thandarum,,hernandezi,SWA,,,Martinez & Brogger,2012,2012a,Thandarum,,hernandezi,,,,yes,yes,accepted,,yes,,,,post 2010,,,,pdf,yes,,,64-67,fig. 1-2,"Argentine Sea, “Mejillón II” Expedition (15 Sep. 2009), St. nº 24 (36°09,567’S; 55°53,649’W)",15,,m,holotype,MACN-In,39256,,,,,,,,,,,,,,
1784,no,Dendrochirotida,Sclerodactylidae,,Eupentacta,,pseudoquinquesemita var. rosae,EP,,,Domantay,1953,1953b,unidentified,,unidentified,,,,nomen nudum,no,nomen nudum,,no,,,nomen nudum,,,,,pdf,yes,"name listed, no description or other information given",,138,,Pacific,,,,,,,,,,,,,,,,,,,,
1785,no,Dendrochirotida,Sclerodactylidae,,Eupentacta,,quinquesemita var. cari,EP,,,Domantay,1953,1953b,unidentified,,unidentified,,,,nomen nudum,no,nomen nudum,,no,,,nomen nudum,,,,,pdf,yes,"name listed, no description or other information given",,138,,Pacific,,,,,,,,,,,,,,,,,,,,
1793,no,Dendrochirotida,Sclerodactylidae,,Neothyone,,villadolidi,EP,,,Domantay,1953,1953b,unidentified,,unidentified,,,,nomen nudum,no,nomen nudum,,no,,,nomen nudum,,,,,pdf,yes,"name listed, no description or other information given",,138,,Pacific,,,,,,,,,,,,,,,,,,,,
1860,no,Dendrochirotida,Sclerodactylidae,,Neothyone,,capensis var. trojani,WA,,,Domantay,1958,1958a,unidentified,,unidentified,,,,yes,nomen dubium,nomen dubium,,no,,,,,,,,pdf,yes,"nomen nudumin Domantay 1953, described and validated in Domantay 1958",,192-193,,Florida,,,,holotype,Allan Hancock Foundation Collection,AHF-A25-39,,,,,,,,,,,,,,
118,no,Dendrochirotida,Stichopodidae,,Holothuria,,tuberculosa,IWP,,,Quoy & Gaimard,1834,1833a,Stichopus,,unidentifiable,,,,yes,nomen dubium,nomen dubium,,no,,,Cherbonnier 1952c,,,,,pdf,yes,"misinterpreted as a Colochirus in literature, but more detailed MS description and figures by Q&M as well as published description makes it clear this is a Stichopus.  However with type lost, it is not identifiable (Cherbonnier 1952c).  Cherbonnier considers Selenka's anceps to be first available name for authors' concept of Colochirus tuberculosus",,131,,Tonga,,,,,type (MNHN) lost (Cherbonnier 1952c),,,,,,,,,,,,,,,
66,no,Dendrochirotida,,,Holothuria,,pusilla,EA-N,,,Sars M,1828,1828a,Cucumaria,,unidentifiable,,,,yes,nomen dubium,nomen dubium,,no,,,Theel 1886a; Clark & Rowe 1967a,,,,,pdf,yes,,can't find subsequent records; listed as Pseudocnus pusillus n S&P,326-327,"pl II, fig 8",Gjenfland,,,,,,,,,,,,,,,,,,,,
145,no,Dendrochirotida,,,Holothuria,,brevis,EA-N,,,Forbes & Goodsir,1839,1839a,unidentifiable,,unidentifiable,,,,yes,nomen dubium,nomen dubium,,no,,,Bell 1892a,,,,,xerox,yes,"Bell (1892:v) notes for the type and only species, P. brevis, that it ""remains as great a mystery to me as to many others""; Norman (1869: 316) notes type species appears to be a juv Cucumaria; I agree.",cited w/ description and figure in Forbes 1841 in Psolinus; could be a juvenile of some species,647,,Orkney or Shetland (not specified),,,,syntypes,,,types not known,,,,,,,,,,,,,
239,no,Dendrochirotida,,,Psolinus,,pusillus,EA-N,,,Norman,1864,1864a,unidentifiable,,unidentifiable,,,,nomen nudum,no,nomen nudum,,no,,,nomen nudum,,,,,pdf,yes,,,106,,,,,,,,,,,,,,,,,,,,,,
869,yes,Elasipodida,Deimatidae,,Deima,,pacificum,EP,,,Ludwig,1894,1894a,Deima,,validum pacificum,,,,yes,yes,accepted,,yes,,,,"Hansen, 1975a",,,,pdf,yes,"nomen nudum in Ludwig, 1893a&b, made available in Ludwig 1894a",,63-70,"pl VIII, fig 5-8; pl IX, fig 1-4","Station 3362, 5°56'N 85°10'30""W; Station 3363, 5°43'N 85°50'W; Station 3400, 0°36'S 86°46'W; Station 3407, 0°4'S 90°24'30""W; Station 3413, 2°34'N 92°6'W",1175 & 978 & 1322 & 885 & 1360,,fathoms,syntypes,,,,MCZ; USNM,syntype; syntypes,"390; 18261, 18262, 18263, 18264",,,,,,,,"Ludwig, 1894",,
511,no,Elasipodida,Deimatidae,,Deima,,fastosum,IWP,,,Théel,1879,1879a,Deima,,validum validum,,,,yes,no,unaccepted,,no,,,,,"Hansen, 1975a",,,pdf,yes,,,5-6,"pl I, fig 1-3",Challenger Station 216,2000,,fathoms,syntypes,,,,,,,,,,,,,,"Théel, 1879",,
512,yes,Elasipodida,Deimatidae,,Deima,,validum,WP-N,,,Théel,1879,1879a,Deima,,validum validum,,,,yes,yes,accepted,,yes,,,,"Hansen, 1975a",,,,pdf,yes,,,5,"pl II, fig 36-38","Challenger Station 246, 36.17N, 178.00E",2050,,fathoms,syntypes,,,,,,,,"“Cosmopolitan species, occurring from tropical to moderate latitudes”",Rogacheva et al 2013a,724,5424,m,Rogacheva et al 2013a,"Théel, 1879",,
700,no,Elasipodida,Deimatidae,,Deima,,Blakei,WA,,,Théel,1886,1886b,Deima,,validum validum,,,,yes,no,unaccepted,,no,,,,,"Hansen, 1975a",,,pdf,yes,,,1-2,fig 1-2,"St. Vincent; 17°28'30""N 77°30'W",573 & 610,,fathoms,syntypes,,,,MCZ,syntypes,"388, 389",,,,,,,,"Théel, 1886b",,
908,no,Elasipodida,Deimatidae,,Deima,,atlanticum,central Atlantic,,,Hérouard,1898,1898a,Deima,,validum validum,,,,yes,no,unaccepted,,no,,,,,"Hansen, 1975a",,,pdf,yes,,,88-89,fig. 1-2,"38o54'N, 23o27'W",4360,,m,,,,,,,,,,,,,,,"Hérouard, 1898",,
1352,no,Elasipodida,Deimatidae,,Deima,,mosaicum,WP-N,,,Ohshima,1915,1915a,Deima,,validum validum,,,,yes,no,unaccepted,,no,,,,,"Hansen, 1975a",,,RP,yes,,,233-234,,"southwest of Shikoku, south of Totomi, Honshu",,,,,,USNM 34153,"“type specimens of most of the new species described by Ohshima … 1915 are no longer in existence; a few survive, and are deposited in ,,, NMNH) – Liao et al 2007: 37” see O’Loughlin & Ahearn 2005",USNM,syntype,34153,,,,,,,,"Ohshima, 1915",,
1096,yes,Elasipodida,Deimatidae,,Oneirophanta,,conservata,IWP,,,Koehler & Vaney,1905,1905a,Oneirophanta,,conservata,,,,yes,yes,accepted,,yes,,,,"Hansen, 1975a",,,,pdf,yes,,,57-59,"pl VI, fig 3; pl XI, fig 16-19","Station 150, 7°5'45""N 75°4'E",719,,fm,holotype,,,,,,,,,,,,,,"Koehler & Vaney, 1905",,
847,yes,Elasipodida,Deimatidae,,Oneirophanta,,affinis,EP,,,Ludwig,1893,1893a,Oneirophanta,,mutabilis affinis,,,,yes,yes,accepted,,yes,,,,"Hansen, 1975a",,,,pdf,yes,"briefly described and made available in Ludwig, 1893a&b, more fully treated in Ludwig 1894a",,108,,"Station 3374, 2°35'N 83°53'W; Station 3381, 4°56'N 80°52'30""W",1823 & 1772,,fathoms,syntypes,,,type data from Ludwig 1894a,USNM,syntypes,"18187, 18188",,,,,,,,,,
523,yes,Elasipodida,Deimatidae,,Oneirophanta,,mutabilis,Subantarctic,,,Théel,1879,1879a,Oneirophanta,,mutabilis mutabilis,,,,yes,yes,accepted,,yes,,,,"Hansen, 1975a",,,,pdf,yes,subspecific reassignment,,6-7,"pl I, fig 4-6","Challenger Station 146, -46.77S, 45.52E",1375,,fathoms,syntypes,,,,Zoologisch Museum Amsterdam,syntypes,ZMA.E2992,"Jangoux, 1991",,,,,,,"Hansen, 1967",,
951,no,Elasipodida,Deimatidae,,Oneirophanta,,alternata,EA-N,,,Perrier R,1900,1900a,Oneirophanta,,mutabilis mutabilis,,,,yes,no,unaccepted,,no,,,,,"Hansen, 1975a",,,pdf,yes,"refers to figure in Perrier E 1886a, fig. 201, under O. mutabilis; also described in Perrier 1902b",,117-118,,,,,,syntypes,,,,,,,,,,,,,,"Perrier, 1900",,
1047,no,Elasipodida,Deimatidae,,Oneirophanta,,alternata var. talismani,EA-N,,,Perrier R,1902,1902b,Oneirophanta,,mutabilis mutabilis,,,,yes,no,unaccepted,,no,,,,,"Hansen, 1975a",,,pdf,yes,,,386-388,fig. 6,"Talisman dredge Station 135, 43o15'N, ",4165,,m,holotype,,,,,,,,,,,,,,,,
857,yes,Elasipodida,Deimatidae,,Scotodeima,,setigerum,EP,,,Ludwig,1893,1893a,Oneirophanta,,setigera,,,,yes,yes,accepted,,yes,,,,O'Loughlin et al 2010a,,"Hansen, 1975a",,pdf,yes,"briefly described and made available in Ludwig, 1893a&b, more fully treated in Ludwig 1894a",,109,,"Station 3362, 5°56'N 85°10'30""W, E of Cocos Islands",1175,,fathoms,syntypes,,,type data from Ludwig 1894a,USNM,syntype,18184,,,,,,,,"Ludwig, 1894",,
524,yes,Elasipodida,Deimatidae,,Orphnurgus,,asper,WA,,,Théel,1879,1879a,Orphnurgus,,asper,,,,yes,yes,accepted,,yes,,,,"Hansen, 1975a",,,,pdf,yes,,,8,"pl I, fig 7a-7e","Challenger Station 23, 18.40N, -63.47W",450,,fathoms,holotype,,,,,,,,,,,,,,"Théel, 1879",,
2252,yes,Elasipodida,Deimatidae,,Orphnurgus,,aspersignis,SAfr,,,Thandar,1992,1992a,Orphnurgus,,aspersignis,,,,yes,yes,accepted,,yes,,,,Thandar 1992a,,,,pdf,yes,conflict between figures cited under species description and figure legend,,169-173,"fig 3, 6C-D","off Sibaya, Natal, R.V. Meiring Naude, SM 72, 27°17.8'S 33°04.5'E",1050,,meters,holotype,SAM,SAM-A23436,,,,,,,,,,,,,,
2082,yes,Elasipodida,Deimatidae,,Orphnurgus,,bacillus,IWP,,,Cherbonnier & Féral,1981,1981a,Orphnurgus,,bacillus,,,,yes,yes,accepted,,,,,,post 1980,,,,pdf,yes,,"1976 in Smiley, but 1981 paper",359-360,fig. 1a-k,"14o01.0'N, 120o22.8'E",174,223,m,holotype,,,,,,,,,,,,,,"Cherbonnier & Féral, 1976",,
2316,yes,Elasipodida,Deimatidae,,Orphnurgus,,dorisae,NZ,,,Pawson,2002,2002a,Orphnurgus,,dorisae,,,,yes,yes,accepted,,yes,,,,Pawson 2002a,,,,RP,yes,,,335-337,fig 1-2,"New Zealand Oceanographic Institute Station K861, west of Kermadec Islands, New Zealand, 30deg36.5'S 178deg22.50'W",1030,,m,holotype,NIWA,NZOI H-861,,,,,,,,,,,,,,
830,yes,Elasipodida,Deimatidae,,Orphnurgus,,asper var. glaber,IWP,,,Walsh,1891,1891a,Orphnurgus,,glaber,,,,yes,yes,accepted,,yes,,,,"Hansen, 1975a",,,,pdf,yes,,,198,,"Investigator Station 112, Bay of Bengal, 13°47'30""N 92°36'E",561,,fathoms,holotype,,,,,,,,,,,,,,"Walsh, 1891",,
1070,no,Elasipodida,Deimatidae,,Amphideima,,Investigatoris,IWP,,,Koehler & Vaney,1905,1905a,Orphnurgus,,glaber,,,,yes,no,unaccepted,,no,,,,,"Hansen, 1975a",,,pdf,yes,,,59-60,"pl IV, fig 6; pl XII, fig 8",Adaman Islands,250,,fm,holotype,,,,,,,,,,,,,,"Koehler & Vaney, 1905",,
1097,no,Elasipodida,Deimatidae,,Orphnurgus,,invalidus,IWP,,,Koehler & Vaney,1905,1905a,Orphnurgus,,glaber,,,,yes,no,unaccepted,,no,,,,,"Hansen, 1975a",,,pdf,yes,,,62-64,"pl XII, fig 9","Station 279, 11°35'15""N 80°2'15""E",300,,fm,holotype,,,,,,,,,,,,,,"Koehler & Vaney, 1905",,
1176,no,Elasipodida,Deimatidae,,Orphnurgus,,insignis,IWP,,,Fisher,1907,1907a,Orphnurgus,,glaber,,,,yes,no,unaccepted,,no,,,,,"Hansen, 1975a",,,RP,yes,,,702-706,"pl 73, fig 1; pl 77, fig 1, 1a-e, 2, 2a-c, 3, 3a-e","Station 4134, vicinity of Kauai Island",324,225,fathoms,holotype,,,,USNM,holotype,21220,,,,,,,,"Fisher, 1907",,
1358,no,Elasipodida,Deimatidae,,Orphnurgus,,rigidus,WP-N,,,Ohshima,1915,1915a,Orphnurgus,,glaber,,,,yes,no,unaccepted,,no,,,,,"Hansen, 1975a",,,RP,yes,,,234-235,,"southwest of Shikoku, south of Totomi, Honshu",,,,,,USNM 34154,"“type specimens of most of the new species described by Ohshima … 1915 are no longer in existence; a few survive, and are deposited in ,,, NMNH) – Liao et al 2007: 37” see O’Loughlin & Ahearn 2005",USNM,syntype,34154,,,,,,,,"Ohshima, 1915",,
2253,yes,Elasipodida,Deimatidae,,Orphnurgus,,natalasper,SAfr,,,Thandar,1992,1992a,Orphnurgus,,natalasper,,,,yes,yes,accepted,,,,,,post 1990,,,,pdf,yes,conflict between figures cited under species description and figure legend,,176-179,"fig 5, 7C-D","off Lake St Lucia, Natal, R.V. Meiring Naude, SM 74, 27°38.6'S 32°52.6'E",860,,meters,holotype,SAM,SAM-A23440,,,,,,,,,,,,,,
1033,yes,Elasipodida,Deimatidae,,Scotodeima,,protectum,IWP,,,Sluiter,1901,1901b,Orphnurgus,,protectus,,,,yes,yes,accepted,,yes,,,,,,"Hansen, 1975a",,pdf,yes,,,20-21,,0°34'.6N 119°8'.5E,1031,,m,holotype,,,,Zoologisch Museum Amsterdam,holotype,ZMA.E1008,"Jangoux, 1991",,,,,,,"Sluiter, 1901",,
1183,yes,Elasipodida,Deimatidae,,Scotodeima,,vitreum,IWP,,,Fisher,1907,1907a,Orphnurgus,,vitreus,,,,yes,yes,accepted,,yes,,,,,,"Hansen, 1975a",,RP,yes,,,697-701,"pl 74, fig 2, 2a; pl 75, fig 1, 1a-e, 2, 2a-d, 3, 4; pl 76, fig 1, 1a-c, 2","Station 3979, vicinity of Bird Island",222,387,fathoms,holotype,,,,USNM,holotype,21219,,,,,,,,"Fisher, 1907",,
509,yes,Elasipodida,Elpidiidae,,Achlyonice,,ecalcarea,WP-N,,,Théel,1879,1879a,Achlyonice,,ecalcarea,,,,yes,yes,accepted,,yes,,,,"Hansen, 1975a",,,,pdf,yes,,,13,"pl I, fig 8","Challenger Station 241, 35.68N, 157.70E",2300,,fathoms,syntypes,,,,Zoologisch Museum Amsterdam,syntype,ZMA.E2820,"Jangoux, 1991",,,,,,,"Théel, 1879",,
570,no,Elasipodida,Elpidiidae,,Achlyonice,,lactea,Subantarctic,,,Théel,1882,1882a,Achlyonice,,ecalcarea,,,,yes,no,unaccepted,,no,,,,,"Hansen, 1975a",,,pdf,yes,,,59-60,"pl XXXII, fig 21-23","Station 147, 46°16'S 48°27'E",1600,,fm,syntypes,,,,,,,,,,,,,,"Théel, 1882",,
571,no,Elasipodida,Elpidiidae,,Achlyonice,,paradoxa,WP-N,,,Théel,1882,1882a,Achlyonice,,ecalcarea,,,,no,no,unaccepted,not an available name,no,,,,,"Hansen, 1975a",,,pdf,yes,,"described as syn of A. ecalcarea; unnecessary replacement name proposed by Theel, 1882, upon finding that the species had ossicles.  “I have thought it necessary to change the name of the species so as to avoid the chance of misapprehension.” ",57-59,"pl. V, Figs. 1-2","Station 241, 35°41'N 157°42'E",2300,,fm,syntypes,,,,,,,,,,,,,,"Théel, 1882",,
1929,yes,Elasipodida,Elpidiidae,,Scotoplanes,,gilpinbrowni,IWP,,,Pawson,1965,1965b,Achlyonice,,gilpinbrowni,,,,yes,yes,accepted,,yes,,,,"Hansen, 1975a",,"Hansen, 1975a",,xerox,yes,,,217-219,pl. 4: figs. 4-6,"""Tui"" Station 003-02",,,,holotype,Dominion Museum,Ech 927,,,,,,,,,,,,"Pawson, 1965",,
2347,yes,Elasipodida,Elpidiidae,,Achlyonice,,longicornis,EA,,,Bohn,2006,2006a,Achlyonice,,longicornis,,,,yes,yes,accepted,,,,,,post 2000,,,,pdf,yes,,,14-16,"figs. 7, 8a-e","FS ""Meteor"", DIVA-1, station M 48/1-351, 16°25.2' S, 5°27.1' E, 5387 m to 16°33.2' S, 5°27.3' E, 5385 m",5385,5387,m,holotype,ZSM,ZSM 20043073,,,,,,,,,,,,,,
2267,yes,Elasipodida,Elpidiidae,,Achlyonice,,margitae,IWP,,,Gebruk,1997,1997a,Achlyonice,,margitae,,,,yes,yes,accepted,,,,,,post 1990,,,,pdf,yes,,,212-214,fig 1,"stn CP30, 23°08.44'S 166°40.83'E",1140,,meters,holotype,MNHN,EcEh 8053,,,,,,,,,,,,,,
1341,yes,Elasipodida,Elpidiidae,,Achlyonice,,monactinica,WP-N,,,Ohshima,1915,1915a,Achlyonice,,monactinica,,,,yes,yes,accepted,,yes,,,,"Hansen, 1975a",,,,RP,yes,,,241-242,"pl 9, fig 11 a-c","off Kii; south of Totomi, Honshu",,,,,TIU,USNM 34158,"specimen also found in TIU (Inoue et al 2012a) “type specimens of most of the new species described by Ohshima … 1915 are no longer in existence; a few survive, and are deposited in ,,, NMNH) – Liao et al 2007: 37” see O’Loughlin & Ahearn 2005",USNM,syntype,34158,,,,,,,,"Ohshima, 1915",,
2268,yes,Elasipodida,Elpidiidae,,Achlyonice,,myriamae,EA,,,Gebruk,1997,1997a,Achlyonice,,myriamae,,,,yes,yes,accepted,,,,,,post 1990,,,,pdf,yes,,,214-215,fig 2,"IFREMER, BIOGAS3, stn CV26, 47°33.9'N 9°05.3'W",2822,,meters,holotype,MNHN,EcEh 8054,,,,,,,,,,,,,,
1924,yes,Elasipodida,Elpidiidae,,Amperima,,tui,IWP,,,Pawson,1965,1965b,Achlyonice,,tui,,,,yes,yes,accepted,,yes,,,,,,"Hansen, 1975a",,xerox,yes,,,216-217,pl. 4: figs. 1-3,"""Tui"" Stations 098-11 and 098-46",,,,holotype,Dominion Museum,Ech 930,,,,,,,,,,,,"Pawson, 1965",,
2196,yes,Elasipodida,Elpidiidae,,Amperima,,belyaevi,N Pac,,,Gebruk,1988,1988a,Amperima,,belyaevi,,,,yes,yes,accepted,,yes,,,,"O'Loughlin, 2002",,,,pdf,yes,,,921-922,fig. 4: 1-9,"Vitiaz Station 3359: 51o30'N, 172o4'E",5030,,meter,holotype,,,,,,,,,,,,,,,,
941,yes,Elasipodida,Elpidiidae,,Kolga,,furcata,EA-N,,,Hérouard,1899,1899a,Amperima,,furcata,,,,yes,yes,accepted,,yes,,,,,,"Hansen, 1975a",,pdf,yes,,,170,fig. 1,Alice Stn. 698,,,,syntypes,,,,,,,,"“Northeast and central Atlantic (off the Azores, Bay of Biscay, MAR), northeast Pacific.”",Rogacheva et al 2013a,1846,4700,m,Rogacheva et al 2013a,"Hérouard, 1899",,
605,yes,Elasipodida,Elpidiidae,,Scotoplanes,,insignis,Antarctic,,,Théel,1882,1882a,Amperima,,insignis,,,,yes,yes,accepted,,yes,,,,O'Loughlin et al 2010a,,"Hansen, 1975a",,pdf,yes,,,36-38,"pl VII, fig 1-3; pl XXXIII, fig 7","Station 156, 62°26'S 95°44'E",1975,,fm,holotype,,,,,,,,,,,,,,"Théel, 1882",,
594,yes,Elasipodida,Elpidiidae,,Peniagone,,naresi,Subantarctic,"IWP, EP-N",,Théel,1882,1882a,Amperima,,naresi,,,,yes,yes,accepted,,yes,,,,"O'Loughlin et al 2010a, Lambert & Boutillier 2011a",,Hansen 1975a,,pdf,yes,,,47-49,"pl IX, fig 1-2, pl XXXIII, fig 15","Station 158, 50°1'S 123°4'E",1800,,fm,holotype,,,,,,,,,,,,,,"Théel, 1882",,
1400,no,Elasipodida,Elpidiidae,,Periamma,,tetramerum,EP,,,Clark,1920,1920a,Amperima,,naresi,,,,yes,no,unaccepted,,no,,,,,Hansen 1975a,,,original,yes,,,134,"pl 2, fig 4","Station 4670, Peru, W of Palominos Light House, 105 miles",3209,,fms,syntypes?,,,,MCZ; USNM,syntypes; holotype,1303; E 9912,,,,,,,,,,
606,yes,Elasipodida,Elpidiidae,,Scotoplanes,,robusta,Subantarctic,,,Théel,1882,1882a,Amperima,,robusta,,,,yes,yes,accepted,,yes,n/y,,,O'Loughlin et al 2010a,,"Hansen, 1975a",,pdf,yes,,,35-36,"pl VI; pl XXXIV, fig 6-7; pl XXXVII, fig 9","Station 157, 53°55'S 108°35'E",1950,,fm,holotype,,,,,,,,,,,,,,"Théel, 1882",,
669,yes,Elasipodida,Elpidiidae,,Peniagone,,rosea,EA-N,,,Perrier E,1886,1886a,Amperima,,rosea,,,,yes,yes,accepted,,,,,,,,"Pawson, 1965b",,pdf,yes,"Species is redescribed (as new) with this name listed in synonymy, by Perrier, 1902 (also 1896)",,fig. 242,fig. 242:11,N Atlantic,3000,,m,syntypes,,,,,,,,,,,,,,,,
899,no,Elasipodida,Elpidiidae,,Periamma,,roseum,EA-N,,,Perrier R,1896,1896a,Amperima,,rosea,,,,yes,no,unaccepted,,no,,,,,"Pawson, 1965b","Pawson, 1965b",,pdf,yes,"Described as new species in 1896a, again in 1902b; in latter Peniagone rosea Perrier 1886 is listed in synonymy so that name has priority",,901,,,,,,syntypes,,,,,,,,,,,,,,"Perrier, 1896",,
1931,yes,Elasipodida,Elpidiidae,,Amperima,,velacula,Antarctic,,,Agatep,1967,1967a,Amperima,,velacula,,,,yes,yes,accepted,,yes,,,,O'Loughlin et al 2010a,,,,pdf,yes,,,61-68,fig. 4-6,"USC Eltanin Sta. 480; South Scotia Ridge, 58o6'-58o10'S; 44o55'55""-44o47'W",2837,,m,holotype,Allan Hancock Foundation,AHF 1966-10,,,,,,,,,,,,"Agatep, 1967",,
2197,yes,Elasipodida,Elpidiidae,,Amperima,,vitjazi,EP-S,,,Gebruk,1988,1988a,Amperima,,vitjazi,,,,yes,yes,accepted,,yes,,,,O'Loughlin 2002,,,,pdf,yes,,,922,fig. 4: 10-14,"Academic Kurchatov Station 240: 23o50'S, 71o6'W",4600,4600,meter,holotype,,,type data supplemented with station data,,,,,,,,,,,,,
2012,yes,Elasipodida,Elpidiidae,,Ellipinion,,bucephalum,NZ,,,Hansen,1975,1975a,Ellipinion,,bucephalum,,,,yes,yes,accepted,,yes,,,,"Hansen, 1975a",,,,pdf,yes,,,163-164,fig 79-80,"St. 663, Kermadec Trench, 36deg31'S 178deg38'W",4410,,m,holotype,,,,,,,,,,,,,,"Hansen, 1975",,
886,yes,Elasipodida,Elpidiidae,,Scotoplanes,,Delagei,EA-N,,,Hérouard,1896,1896a,Ellipinion,,delagei,,,,yes,yes,accepted,,yes,,,,"Hansen, 1975a",,"Hansen, 1975a",,pdf,yes,,,167-168,fig. 3,"Alice Stn. 552, 34o42'40""N, 27o25'30""W; Stn. 575, 38o27'N, 28o50'30""W Azores",1165,1385,m,,,,,,,,,"""Central and northeast Atlantic""",Rogacheva et al 2013a,1165,2750,m,Rogacheva et al 2013a,"Hérouard, 1902",,
1935,yes,Elasipodida,Elpidiidae,,Scotoplanes,,facetus,Antarctic,,,Agatep,1967,1967c,Ellipinion,,facetum,,,,yes,yes,accepted,,yes,,,,O'Loughlin et al 2010,,"Hansen, 1975a",,pdf,yes,,,57-59,"pl V, fig 1-15","USNS Eltanin Sta. 1145, SE Pacific Basin, 65°51'S 112°23'W, 65°56'S 112°30;W",4789,?,meters,holotype,Allan Hancock Foundation,AHF 805,,,,,,,,,,,,"Agatep, 1967",,
1835,yes,Elasipodida,Elpidiidae,,Scotoplanes,,galatheae,IWP,,,Hansen,1956,1956a,Ellipinion,,galatheae,,,,yes,yes,accepted,,yes,,,,,,"Hansen, 1975a",,pdf,yes,,,41-42,fig 10-11,"St. 435, Philippine Trench, 10deg20'N 126deg41'E",9790,,m,holotype,Zoological Museum of Copenhagen,,,,,,,,,,,,,"Hansen, 1956",,
1294,yes,Elasipodida,Elpidiidae,,Periamma,,kumai,WP-N,,,Mitsukuri,1912,1912a,Ellipinion,,kumai,,,,yes,yes,accepted,,yes,,,,,,"Hansen, 1975a",,xerox,yes,,,213-214,"pl 6, fig 56-58; text fig 39","Yodomi, Yahagi-line, Mera just out, Sagami Sea",300,330,fathoms,syntypes,,,,,,,,,,,,,,"Mitsukuri, 1912",,
515,yes,Elasipodida,Elpidiidae,,Elpidia,,mollis,temp Aust,,,Théel,1879,1879a,Ellipinion,,molle,,,,yes,yes,accepted,,yes,,,,,,"Hansen, 1975a",,pdf,yes,,,14,"pl II, fig 29-30","Challenger Station 160, -42.70S, 134.17E",2600,,fathoms,holotype,,,,,,,,,,,,,,"Théel, 1879",,
518,yes,Elasipodida,Elpidiidae,,Elpidia,,papillosa,EA-S,,,Théel,1879,1879a,Ellipinion,,papillosum,,,,yes,yes,accepted,,yes,n/y,,,O'Loughlin et al 2010,,"Hansen, 1975a",,pdf,yes,,,16-17,"pl II, fig 31-33","Challenger Station 325, -36.73S, -46.27W",2650,,fathoms,holotype,,,,,,,,,,,,,,"Théel, 1879",,
1934,no,Elasipodida,Elpidiidae,,Scotoplanes,,angelicus,Antarctic,,,Agatep,1967,1967c,Ellipinion,,papillosum,,,,yes,no,unaccepted,,no,,,,,"Hansen, 1975a",,,pdf,yes,,,59-61,"pl VI, fig 1-21","USNS Eltanin Sta. 1140, SE Pacific Basin, 66°11'S 102°28'W, 66°14'S 102°36'W",4731,4731,meters,holotype,Allan Hancock Foundation,AHF 806,,,,,,,,,,,,"Agatep, 1967",,
2013,yes,Elasipodida,Elpidiidae,,Ellipinion,,solidum,IWP,,,Hansen,1975,1975a,Ellipinion,,solidum,,,,yes,yes,accepted,,yes,,,,Hansen 1975a,,,,pdf,yes,,,164-165,fig 81-82,"St. 232, Madagascar-Mombasa, 9deg03'S 49deg22'E",4930,,m,holotype,,,,,,,,,,,,,,"Hansen, 1975",,
604,no,Elasipodida,Elpidiidae,,Scotoplanes,,albida,EA-S,,,Théel,1882,1882a,Ellipinion,,unidentifiable,,,,yes,no,unaccepted,,no,,,,,Hansen 1975a,,,pdf,yes,,"Hansen notes based on 1 imperfect specimen, so partly unidentifiable",35,"pl XXXII, fig 14-15","Station 143, 36°48'S 19°24'E",1900,,fm,holotype,,,,,,,,,,,,,,"Théel, 1882",,
1976,yes,Elasipodida,Elpidiidae,,Elpidia,,adenensis,IWP,,,Belyaev,1971,1971a,Elpidia,,adenensis,,,,yes,yes,accepted,,yes,,,,Hansen 1975a,,,,pdf,yes,,,351-352,textfig 15,"Station 4725, Gulf of Aden, 13°36'N 54°28'E",3070,,meters,holotype,Institute of Oceanography of USSR,,,,,,,,,,,,,"Belyaev, 1971",,
1978,yes,Elasipodida,Elpidiidae,,Elpidia,,atakama,EP-S,,,Belyaev,1971,1971a,Elpidia,,atakama,,,,yes,yes,accepted,,yes,,,,Hansen 1975a,,,,pdf,yes,,,345-346,textfig 11,"Station 244, Peru-Chile Trench, 23°25'S 71°22'W",7720,,meters,holotype,Institute of Oceanography of USSR,,,,,,,,,,,,,"Belyaev, 1971",,
2373,yes,Elasipodida,Elpidiidae,,Elpidia,,belyaevi,Arctic,,,Rogacheva,2007,2007a,Elpidia,,belyaevi,,,,yes,yes,accepted,,yes,,,,post 2000,,,,pdf,yes,,,378-382,figs. 6-9,"8o816'N, 15o819.5'E, south-west slope of Makarov Basin",1580,,m,holotype,ZIN,1/23614,,,,,,,,,,,,,,
